die_size,sheet_size,number_out,die_number,flat_size,seal_flap_size
8 3/4 x 11 1/4  OE,23 X 35,2,# 147,18 1/8 X 14 1/2,2 1/4
8 3/4 x 11 1/4  OE,25 X 38,2,# 147,18 1/8 X 14 1/2,2 1/4
8 3/4 x 11 1/4  OE,28 X 40,2,# 147,18 1/8 X 14 1/2,2 1/4
,,,,,
,,,,,
8 7/8 x 8 7/8  OE,19 3/16 X 12 5/8,1,# 324,18 11/16 X 12 1/8,2 1/4
8 7/8 x 8 7/8  OE,11 X 17 ,0,# 324,18 11/16 X 12 1/8,2 1/4
8 7/8 x 8 7/8  OE,17 1/2 X 22 1/2,0,# 324,18 11/16 X 12 1/8,2 1/4
8 7/8 x 8 7/8  OE,19 X 25,2,# 324,18 11/16 X 12 1/8,2 1/4
8 7/8 x 8 7/8  OE,23 X 29,2,# 324,18 11/16 X 12 1/8,2 1/4
8 7/8 x 8 7/8  OE,23 X 35,2,# 324,18 11/16 X 12 1/8,2 1/4
8 7/8 x 8 7/8  OE,25 X 38,3,# 324,18 11/16 X 12 1/8,2 1/4
8 7/8 x 8 7/8  OE,28 X 40,3,# 324,18 11/16 X 12 1/8,2 1/4
,,,,,
,,,,,
9 x 11  OE,19 1/4 X 14 1/8,1,# 150,18 3/4 X 13 5/8,1 1/2
9 x 11  OE,11 X 17 ,0,# 150,18 3/4 X 13 5/8,1 1/2
9 x 11  OE,17 1/2 X 22 1/2,0,# 150,18 3/4 X 13 5/8,1 1/2
9 x 11  OE,19 X 25,0,# 150,18 3/4 X 13 5/8,1 1/2
9 x 11  OE,23 X 29,1,# 150,18 3/4 X 13 5/8,1 1/2
9 x 11  OE,23 X 35,2,# 150,18 3/4 X 13 5/8,1 1/2
9 x 11  OE,25 X 38,2,# 150,18 3/4 X 13 5/8,1 1/2
9 x 11  OE,28 X 40,3,# 150,18 3/4 X 13 5/8,1 1/2
,,,,,
,,,,,
9 x 12  OE,19 1/4 X 15 1/2,1,# 153,18 3/4 X 15,2
9 x 12  OE,11 X 17 ,0,# 153,18 3/4 X 15,2
9 x 12  OE,17 1/2 X 22 1/2,0,# 153,18 3/4 X 15,2
9 x 12  OE,19 X 25,0,# 153,18 3/4 X 15,2
9 x 12  OE,23 X 29,1,# 153,18 3/4 X 15,2
9 x 12  OE,23 X 35,2,# 153,18 3/4 X 15,2
9 x 12  OE,25 X 38,2,# 153,18 3/4 X 15,2
9 x 12  OE,28 X 40,2,# 153,18 3/4 X 15,2
,,,,,
,,,,,
9 x 12  OE,19 1/4 X 15 1/2,1,# 328,18 3/4 X 15,2
9 x 12  OE,11 X 17 ,0,# 328,18 3/4 X 15,2
9 x 12  OE,17 1/2 X 22 1/2,0,# 328,18 3/4 X 15,2
9 x 12  OE,19 X 25,0,# 328,18 3/4 X 15,2
9 x 12  OE,23 X 29,1,# 328,18 3/4 X 15,2
9 x 12  OE,23 X 35,2,# 328,18 3/4 X 15,2
9 x 12  OE,25 X 38,2,# 328,18 3/4 X 15,2
9 x 12  OE,28 X 40,2,# 328,18 3/4 X 15,2
,,,,,
,,,,,
9 x 12  OE,19 5/16 X 15 1/2,1,# 145,18 13/16 X 15,2
9 x 12  OE,11 X 17 ,0,# 145,18 13/16 X 15,2
9 x 12  OE,17 1/2 X 22 1/2,0,# 145,18 13/16 X 15,2
9 x 12  OE,19 X 25,0,# 145,18 13/16 X 15,2
9 x 12  OE,23 X 29,1,# 145,18 13/16 X 15,2
9 x 12  OE,23 X 35,2,# 145,18 13/16 X 15,2
9 x 12  OE,25 X 38,2,# 145,18 13/16 X 15,2
9 x 12  OE,28 X 40,2,# 145,18 13/16 X 15,2
,,,,,
,,,,,
9 x 12  OE,19 1/4 X 15 1/2,1,# 148,18 3/4 X 15,2
9 x 12  OE,11 X 17 ,0,# 148,18 3/4 X 15,2
9 x 12  OE,17 1/2 X 22 1/2,0,# 148,18 3/4 X 15,2
9 x 12  OE,19 X 25,0,# 148,18 3/4 X 15,2
9 x 12  OE,23 X 29,1,# 148,18 3/4 X 15,2
9 x 12  OE,23 X 35,2,# 148,18 3/4 X 15,2
9 x 12  OE,25 X 38,2,# 148,18 3/4 X 15,2
9 x 12  OE,28 X 40,2,# 148,18 3/4 X 15,2
,,,,,
,,,,,
9 x 12 1/2  OE,19 1/8 X 17,1,# 337 & 368,18 7/8 X 16 1/2,2
9 x 12 1/2  OE,11 X 17 ,0,# 337 & 368,18 7/8 X 16 1/2,2
9 x 12 1/2  OE,17 1/2 X 22 1/2,0,# 337 & 368,18 7/8 X 16 1/2,2
9 x 12 1/2  OE,19 X 25,0,# 337 & 368,18 7/8 X 16 1/2,2
9 x 12 1/2  OE,23 X 29,1,# 337 & 368,18 7/8 X 16 1/2,2
9 x 12 1/2  OE,23 X 35,2,# 337 & 368,18 7/8 X 16 1/2,2
9 x 12 1/2  OE,25 X 38,2,# 337 & 368,18 7/8 X 16 1/2,2
9 x 12 1/2  OE,28 X 40,2,# 337 & 368,18 7/8 X 16 1/2,2
,,,,,
,,,,,
9 x 15 1/2  OE,19 1/2 X 19 1/2,1,# 325,19 X 19,2 1/2
9 x 15 1/2  OE,11 X 17 ,0,# 325,19 X 19,2 1/2
9 x 15 1/2  OE,17 1/2 X 22 1/2,0,# 325,19 X 19,2 1/2
9 x 15 1/2  OE,19 X 25,0,# 325,19 X 19,2 1/2
9 x 15 1/2  OE,23 X 29,1,# 325,19 X 19,2 1/2
9 x 15 1/2  OE,23 X 35,1,# 325,19 X 19,2 1/2
9 x 15 1/2  OE,25 X 38,1,# 325,19 X 19,2 1/2
9 x 15 1/2  OE,28 X 40,2,# 325,19 X 19,2 1/2
,,,,,
,,,,,
9 1/4 x 12 1/8  OE,20 1/8 X 15 7/8,1,# 143,19 5/8 X 15 3/8,2
9 1/4 x 12 1/8  OE,11 X 17 ,0,# 143,19 5/8 X 15 3/8,2
9 1/4 x 12 1/8  OE,17 1/2 X 22 1/2,0,# 143,19 5/8 X 15 3/8,2
9 1/4 x 12 1/8  OE,19 X 25,0,# 143,19 5/8 X 15 3/8,2
9 1/4 x 12 1/8  OE,23 X 29,1,# 143,19 5/8 X 15 3/8,2
9 1/4 x 12 1/8  OE,23 X 35,2,# 143,19 5/8 X 15 3/8,2
9 1/4 x 12 1/8  OE,25 X 38,2,# 143,19 5/8 X 15 3/8,2
9 1/4 x 12 1/8  OE,28 X 40,2,# 143,19 5/8 X 15 3/8,2
,,,,,
,,,,,
9 1/4 x 12 1/4  OE,20 X 15 11/16,1,# 245,19 1/2 X 15 3/6,2
9 1/4 x 12 1/4  OE,11 X 17 ,0,# 245,19 1/2 X 15 3/6,2
9 1/4 x 12 1/4  OE,17 1/2 X 22 1/2,0,# 245,19 1/2 X 15 3/6,2
9 1/4 x 12 1/4  OE,19 X 25,0,# 245,19 1/2 X 15 3/6,2
9 1/4 x 12 1/4  OE,23 X 29,1,# 245,19 1/2 X 15 3/6,2
9 1/4 x 12 1/4  OE,23 X 35,2,# 245,19 1/2 X 15 3/6,2
9 1/4 x 12 1/4  OE,25 X 38,2,# 245,19 1/2 X 15 3/6,2
9 1/4 x 12 1/4  OE,28 X 40,2,# 245,19 1/2 X 15 3/6,2
,,,,,
,,,,,
9 1/2 x 12  OE,20 3/16 X 15 1/2,1,# 191-UT,19 11/16 X 15,2
9 1/2 x 12  OE,11 X 17 ,0,# 191-UT,19 11/16 X 15,2
9 1/2 x 12  OE,17 1/2 X 22 1/2,0,# 191-UT,19 11/16 X 15,2
9 1/2 x 12  OE,19 X 25,0,# 191-UT,19 11/16 X 15,2
9 1/2 x 12  OE,23 X 29,1,# 191-UT,19 11/16 X 15,2
9 1/2 x 12  OE,23 X 35,2,# 191-UT,19 11/16 X 15,2
9 1/2 x 12  OE,25 X 38,2,# 191-UT,19 11/16 X 15,2
9 1/2 x 12  OE,28 X 40,2,# 191-UT,19 11/16 X 15,2
,,,,,
,,,,,
9 1/2 x 12  OE,20 1/8 X 15 5/8,1,# 146,19 5/8 X 15 1/8,2 1/4
9 1/2 x 12  OE,11 X 17 ,0,# 146,19 5/8 X 15 1/8,2 1/4
9 1/2 x 12  OE,17 1/2 X 22 1/2,0,# 146,19 5/8 X 15 1/8,2 1/4
9 1/2 x 12  OE,19 X 25,0,# 146,19 5/8 X 15 1/8,2 1/4
9 1/2 x 12  OE,23 X 29,1,# 146,19 5/8 X 15 1/8,2 1/4
9 1/2 x 12  OE,23 X 35,2,# 146,19 5/8 X 15 1/8,2 1/4
9 1/2 x 12  OE,25 X 38,2,# 146,19 5/8 X 15 1/8,2 1/4
9 1/2 x 12  OE,28 X 40,2,# 146,19 5/8 X 15 1/8,2 1/4
,,,,,
,,,,,
9 1/2 x 12 1/2  OE,20 1/4 X 16,1,# 156,19 3/4 X 15 1/2,2
9 1/2 x 12 1/2  OE,11 X 17 ,0,# 156,19 3/4 X 15 1/2,2
9 1/2 x 12 1/2  OE,17 1/2 X 22 1/2,0,# 156,19 3/4 X 15 1/2,2
9 1/2 x 12 1/2  OE,19 X 25,0,# 156,19 3/4 X 15 1/2,2
9 1/2 x 12 1/2  OE,23 X 29,1,# 156,19 3/4 X 15 1/2,2
9 1/2 x 12 1/2  OE,23 X 35,2,# 156,19 3/4 X 15 1/2,2
9 1/2 x 12 1/2  OE,25 X 38,2,# 156,19 3/4 X 15 1/2,2
9 1/2 x 12 1/2  OE,28 X 40,2,# 156,19 3/4 X 15 1/2,2
,,,,,
,,,,,
9 1/2 x 12 1/2  OE,20 3/8 X 16,1,# 250,19 7/8 X 15 1/2,2
9 1/2 x 12 1/2  OE,11 X 17 ,0,# 250,19 7/8 X 15 1/2,2
9 1/2 x 12 1/2  OE,17 1/2 X 22 1/2,0,# 250,19 7/8 X 15 1/2,2
9 1/2 x 12 1/2  OE,19 X 25,0,# 250,19 7/8 X 15 1/2,2
9 1/2 x 12 1/2  OE,23 X 29,1,# 250,19 7/8 X 15 1/2,2
9 1/2 x 12 1/2  OE,23 X 35,2,# 250,19 7/8 X 15 1/2,2
9 1/2 x 12 1/2  OE,25 X 38,2,# 250,19 7/8 X 15 1/2,2
9 1/2 x 12 1/2  OE,28 X 40,2,# 250,19 7/8 X 15 1/2,2
,,,,,
,,,,,
10 x 13  OE,21 X 16 1/2,1,# 159,20 3/4 X 16 1/2,2
10 x 13  OE,11 X 17 ,0,# 159,20 3/4 X 16 1/2,2
10 x 13  OE,17 1/2 X 22 1/2,0,# 159,20 3/4 X 16 1/2,2
10 x 13  OE,19 X 25,0,# 159,20 3/4 X 16 1/2,2
10 x 13  OE,23 X 29,1,# 159,20 3/4 X 16 1/2,2
10 x 13  OE,23 X 35,2,# 159,20 3/4 X 16 1/2,2
10 x 13  OE,25 X 38,2,# 159,20 3/4 X 16 1/2,2
10 x 13  OE,28 X 40,2,# 159,20 3/4 X 16 1/2,2
,,,,,
,,,,,
10 x 13  OE,21 1/4 X 16 3/4,1,# 149,20 3/4 X 16 1/4,2 1/8
10 x 13  OE,11 X 17 ,0,# 149,20 3/4 X 16 1/4,2 1/8
10 x 13  OE,17 1/2 X 22 1/2,0,# 149,20 3/4 X 16 1/4,2 1/8
10 x 13  OE,19 X 25,0,# 149,20 3/4 X 16 1/4,2 1/8
10 x 13  OE,23 X 29,1,# 149,20 3/4 X 16 1/4,2 1/8
10 x 13  OE,23 X 35,2,# 149,20 3/4 X 16 1/4,2 1/8
10 x 13  OE,25 X 38,2,# 149,20 3/4 X 16 1/4,2 1/8
10 x 13  OE,28 X 40,2,# 149,20 3/4 X 16 1/4,2 1/8
,,,,,
,,,,,
10 x 13  OE,21 1/4 X 17,1,# 246,20 3/4 X 16 1/2,2 1/2
10 x 13  OE,11 X 17 ,0,# 246,20 3/4 X 16 1/2,2 1/2
10 x 13  OE,17 1/2 X 22 1/2,0,# 246,20 3/4 X 16 1/2,2 1/2
10 x 13  OE,19 X 25,0,# 246,20 3/4 X 16 1/2,2 1/2
10 x 13  OE,23 X 29,1,# 246,20 3/4 X 16 1/2,2 1/2
10 x 13  OE,23 X 35,2,# 246,20 3/4 X 16 1/2,2 1/2
10 x 13  OE,25 X 38,2,# 246,20 3/4 X 16 1/2,2 1/2
10 x 13  OE,28 X 40,2,# 246,20 3/4 X 16 1/2,2 1/2
,,,,,
,,,,,
10 x 15  OE,21 1/16 X 18 3/4,1,# 326,20 9/16 X 18 1/4,2 1/4
10 x 15  OE,11 X 17 ,0,# 326,20 9/16 X 18 1/4,2 1/4
10 x 15  OE,17 1/2 X 22 1/2,0,# 326,20 9/16 X 18 1/4,2 1/4
10 x 15  OE,19 X 25,0,# 326,20 9/16 X 18 1/4,2 1/4
10 x 15  OE,23 X 29,1,# 326,20 9/16 X 18 1/4,2 1/4
10 x 15  OE,23 X 35,1,# 326,20 9/16 X 18 1/4,2 1/4
10 x 15  OE,25 X 38,2,# 326,20 9/16 X 18 1/4,2 1/4
10 x 15  OE,28 X 40,2,# 326,20 9/16 X 18 1/4,2 1/4
,,,,,
,,,,,
10 x 15 1/2  OE,21 1/4 X 18 3/4,1,# 336,20 9/16 X 18 1/4,1 3/4
10 x 15 1/2  OE,11 X 17 ,0,# 336,20 9/16 X 18 1/4,1 3/4
10 x 15 1/2  OE,17 1/2 X 22 1/2,0,# 336,20 9/16 X 18 1/4,1 3/4
10 x 15 1/2  OE,19 X 25,0,# 336,20 9/16 X 18 1/4,1 3/4
10 x 15 1/2  OE,23 X 29,1,# 336,20 9/16 X 18 1/4,1 3/4
10 x 15 1/2  OE,23 X 35,1,# 336,20 9/16 X 18 1/4,1 3/4
10 x 15 1/2  OE,25 X 38,2,# 336,20 9/16 X 18 1/4,1 3/4
10 x 15 1/2  OE,28 X 40,2,# 336,20 9/16 X 18 1/4,1 3/4
,,,,,
,,,,,
10 1/4 x 10 1/4  OE,21 3/4 X 13 3/8,1,# 321,21 1/4 X 12 7/8,1 5/8
10 1/4 x 10 1/4  OE,11 X 17 ,0,# 321,21 1/4 X 12 7/8,1 5/8
10 1/4 x 10 1/4  OE,17 1/2 X 22 1/2,0,# 321,21 1/4 X 12 7/8,1 5/8
10 1/4 x 10 1/4  OE,19 X 25,0,# 321,21 1/4 X 12 7/8,1 5/8
10 1/4 x 10 1/4  OE,23 X 29,1,# 321,21 1/4 X 12 7/8,1 5/8
10 1/4 x 10 1/4  OE,23 X 35,1,# 321,21 1/4 X 12 7/8,1 5/8
10 1/4 x 10 1/4  OE,25 X 38,2,# 321,21 1/4 X 12 7/8,1 5/8
10 1/4 x 10 1/4  OE,28 X 40,2,# 321,21 1/4 X 12 7/8,1 5/8
,,,,,
,,,,,
10 1/2 x 10 1/2  OE,24 1/4 X 17 1/8,1,# 340,23 3/4 X 16 5/8,3 1/8
10 1/2 x 10 1/2  OE,11 X 17 ,0,# 340,23 3/4 X 16 5/8,3 1/8
10 1/2 x 10 1/2  OE,17 1/2 X 22 1/2,0,# 340,23 3/4 X 16 5/8,3 1/8
10 1/2 x 10 1/2  OE,19 X 25,0,# 340,23 3/4 X 16 5/8,3 1/8
10 1/2 x 10 1/2  OE,23 X 29,0,# 340,23 3/4 X 16 5/8,3 1/8
10 1/2 x 10 1/2  OE,23 X 35,0,# 340,23 3/4 X 16 5/8,3 1/8
10 1/2 x 10 1/2  OE,25 X 38,2,# 340,23 3/4 X 16 5/8,3 1/8
10 1/2 x 10 1/2  OE,28 X 40,2,# 340,23 3/4 X 16 5/8,3 1/8
,,,,,
,,,,,
10 1/2 x 14 1/2  OE,22 X 18 5/8,1,# 323,21 1/2 X 18 1/8,2 1/2
10 1/2 x 14 1/2  OE,11 X 17 ,0,# 323,21 1/2 X 18 1/8,2 1/2
10 1/2 x 14 1/2  OE,17 1/2 X 22 1/2,0,# 323,21 1/2 X 18 1/8,2 1/2
10 1/2 x 14 1/2  OE,19 X 25,0,# 323,21 1/2 X 18 1/8,2 1/2
10 1/2 x 14 1/2  OE,23 X 29,1,# 323,21 1/2 X 18 1/8,2 1/2
10 1/2 x 14 1/2  OE,23 X 35,1,# 323,21 1/2 X 18 1/8,2 1/2
10 1/2 x 14 1/2  OE,25 X 38,2,# 323,21 1/2 X 18 1/8,2 1/2
10 1/2 x 14 1/2  OE,28 X 40,2,# 323,21 1/2 X 18 1/8,2 1/2
,,,,,
,,,,,
10 1/2 x 15  OE,22 1/16 X 16 1/2,1,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,11 X 17 ,0,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,17 1/2 X 22 1/2,0,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,19 X 25,0,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,23 X 29,1,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,23 X 35,2,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,25 X 38,2,# 322,21 9/16 X 16,0 - sleeve
10 1/2 x 15  OE,28 X 40,2,# 322,21 9/16 X 16,0 - sleeve
,,,,,
,,,,,
11 1/4 x 11 1/4  OE,24 X 15 1/8,1,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,11 X 17 ,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,17 1/2 X 22 1/2,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,19 X 25,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,23 X 29,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,23 X 35,0,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,25 X 38,2,# 370,23 1/2 X 14 5/8,2 1/8
11 1/4 x 11 1/4  OE,28 X 40,2,# 370,23 1/2 X 14 5/8,2 1/8
,,,,,
,,,,,
11 1/4 x 14 1/8  OE,24 X 17 7/8,1,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,11 X 17 ,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,17 1/2 X 22 1/2,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,19 X 25,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,23 X 29,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,23 X 35,0,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,25 X 38,2,# 148,23 1/2 X 17 3/8,2
11 1/4 x 14 1/8  OE,28 X 40,2,# 148,23 1/2 X 17 3/8,2
,,,,,
,,,,,
12 x 15 1/2  OE,25 1/2 X 19,1,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,11 X 17 ,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,17 1/2 X 22 1/2,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,19 X 25,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,23 X 29,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,23 X 35,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,25 X 38,0,# 162,25 X 18 1/2,2
12 x 15 1/2  OE,28 X 40,2,# 162,25 X 18 1/2,2