die_size,sheet_size,number_out,die_number,seal_flap_size
4 25/32 x 6 9/16   DIA,23 x 29,6,# 190,2 3/4
4 25/32 x 6 9/16   DIA,23 x 35,8,# 190,2 3/4
4 25/32 x 6 9/16   DIA,25 x 38,8,# 190,2 3/4
4 25/32 x 6 9/16   DIA,28 x 40,12,# 190,2 3/4
,,,,
,,,,
#6 MON/BAR  4 13/16 x 6 9/16   DIA,11 x 17,1,# 54,2 3/4
#6 MON/BAR  4 13/16 x 6 9/16   DIA,17 1/2 x 22 1/2,4,# 54,2 3/4
#6 MON/BAR  4 13/16 x 6 9/16   DIA,19 x 25,4,# 54,2 3/4
#6 MON/BAR  4 13/16 x 6 9/16   DIA,23 x 29,6,# 54,2 3/4
#6 MON/BAR  4 13/16 x 6 9/16   DIA,23 x 35,8,# 54,2 3/4
#6 MON/BAR  4 13/16 x 6 9/16   DIA,25 x 38,8,# 54,2 3/4
#6 MON/BAR  4 13/16 x 6 9/16   DIA,28 x 40,12,# 54,2 3/4
,,,,
,,,,
 4 7/8 x 6 1/4   BAR - DIA,11 x 17,1,# 258,2 5/16
 4 7/8 x 6 1/4   BAR - DIA,17 1/2 x 22 1/2,4,# 258,2 5/16
 4 7/8 x 6 1/4   BAR - DIA,19 x 25,4,# 258,2 5/16
 4 7/8 x 6 1/4   BAR - DIA,23 x 29,6,# 258,2 5/16
 4 7/8 x 6 1/4   BAR - DIA,23 x 35,8,# 258,2 5/16
 4 7/8 x 6 1/4   BAR - DIA,25 x 38,9,# 258,2 5/16
 4 7/8 x 6 1/4   BAR - DIA,28 x 40,12,# 258,2 5/16
,,,,
,,,,
 4 7/8 x 6 3/8   DIA,11 x 17,1,# 224,2 5/8
 4 7/8 x 6 3/8   DIA,17 1/2 x 22 1/2,3,# 224,2 5/8
 4 7/8 x 6 3/8   DIA,19 x 25,4,# 224,2 5/8
 4 7/8 x 6 3/8   DIA,23 x 29,6,# 224,2 5/8
 4 7/8 x 6 3/8   DIA,23 x 35,8,# 224,2 5/8
 4 7/8 x 6 3/8   DIA,25 x 38,9,# 224,2 5/8
 4 7/8 x 6 3/8   DIA,28 x 40,12,# 224,2 5/8
,,,,
,,,,
 4 7/8 x 6 3/8   DIA,11 x 17,1,# 107-N,3 1/2
 4 7/8 x 6 3/8   DIA,17 1/2 x 22 1/2,3,# 107-N,3 1/2
 4 7/8 x 6 3/8   DIA,19 x 25,4,# 107-N,3 1/2
 4 7/8 x 6 3/8   DIA,23 x 29,4,# 107-N,3 1/2
 4 7/8 x 6 3/8   DIA,23 x 35,6,# 107-N,3 1/2
 4 7/8 x 6 3/8   DIA,25 x 38,8,# 107-N,3 1/2
 4 7/8 x 6 3/8   DIA,28 x 40,12,# 107-N,3 1/2
,,,,
,,,,
 4 7/8 x 8 1/2   DIA,11 x 17,0,# 81,1 1/2
 4 7/8 x 8 1/2   DIA,17 1/2 x 22 1/2,3,# 81,1 1/2
 4 7/8 x 8 1/2   DIA,19 x 25,4,# 81,1 1/2
 4 7/8 x 8 1/2   DIA,23 x 29,5,# 81,1 1/2
 4 7/8 x 8 1/2   DIA,23 x 35,6,# 81,1 1/2
 4 7/8 x 8 1/2   DIA,25 x 38,8,# 81,1 1/2
 4 7/8 x 8 1/2   DIA,28 x 40,9,# 81,1 1/2
,,,,
,,,,
 4 7/8 x 9   DIA,11 x 17,0,# 285,2 1/4
 4 7/8 x 9   DIA,17 1/2 x 22 1/2,2,# 285,2 1/4
 4 7/8 x 9   DIA,19 x 25,3,# 285,2 1/4
 4 7/8 x 9   DIA,23 x 29,4,# 285,2 1/4
 4 7/8 x 9   DIA,23 x 35,5,# 285,2 1/4
 4 7/8 x 9   DIA,25 x 38,6,# 285,2 1/4
 4 7/8 x 9   DIA,28 x 40,8,# 285,2 1/4
,,,,
,,,,
 4 7/8 x 9 1/2   DIA,11 x 17,0,# 53,1 1/2
 4 7/8 x 9 1/2   DIA,17 1/2 x 22 1/2,2,# 53,1 1/2
 4 7/8 x 9 1/2   DIA,19 x 25,3,# 53,1 1/2
 4 7/8 x 9 1/2   DIA,23 x 29,4,# 53,1 1/2
 4 7/8 x 9 1/2   DIA,23 x 35,5,# 53,1 1/2
 4 7/8 x 9 1/2   DIA,25 x 38,7,# 53,1 1/2
 4 7/8 x 9 1/2   DIA,28 x 40,8,# 53,1 1/2
,,,,
,,,,
 5 x 7 1/4   DIA,11 x 17,1,# 82,1 7/8
 5 x 7 1/4   DIA,17 1/2 x 22 1/2,3,# 82,1 7/8
 5 x 7 1/4   DIA,19 x 25,4,# 82,1 7/8
 5 x 7 1/4   DIA,23 x 29,6,# 82,1 7/8
 5 x 7 1/4   DIA,23 x 35,7,# 82,1 7/8
 5 x 7 1/4   DIA,25 x 38,8,# 82,1 7/8
 5 x 7 1/4   DIA,28 x 40,10,# 82,1 7/8
,,,,
,,,,
 5 x 7 1/2   MON - DIA,11 x 17,1,# 283,2 3/4
 5 x 7 1/2   MON - DIA,17 1/2 x 22 1/2,2,# 283,2 3/4
 5 x 7 1/2   MON - DIA,19 x 25,4,# 283,2 3/4
 5 x 7 1/2   MON - DIA,23 x 29,5,# 283,2 3/4
 5 x 7 1/2   MON - DIA,23 x 35,6,# 283,2 3/4
 5 x 7 1/2   MON - DIA,25 x 38,8,# 283,2 3/4
 5 x 7 1/2   MON - DIA,28 x 40,9,# 283,2 3/4
,,,,
,,,,
 5 x 7 5/8   DIA,11 x 17,1,# 178,1  15/16
 5 x 7 5/8   DIA,17 1/2 x 22 1/2,3,# 178,1  15/16
 5 x 7 5/8   DIA,19 x 25,4,# 178,1  15/16
 5 x 7 5/8   DIA,23 x 29,5,# 178,1  15/16
 5 x 7 5/8   DIA,23 x 35,7,# 178,1  15/16
 5 x 7 5/8   DIA,25 x 38,8,# 178,1  15/16
 5 x 7 5/8   DIA,28 x 40,9,# 178,1  15/16
,,,,
,,,,
 5 x 7 5/8   DIA,11 x 17,0,# 279,2 1/4
 5 x 7 5/8   DIA,17 1/2 x 22 1/2,2,# 279,2 1/4
 5 x 7 5/8   DIA,19 x 25,4,# 279,2 1/4
 5 x 7 5/8   DIA,23 x 29,5,# 279,2 1/4
 5 x 7 5/8   DIA,23 x 35,6,# 279,2 1/4
 5 x 7 5/8   DIA,25 x 38,8,# 279,2 1/4
 5 x 7 5/8   DIA,28 x 40,9,# 279,2 1/4
,,,,
,,,,
 5 x 9 1/2   DIA,11 x 17,0,# 199,2 1/16
 5 x 9 1/2   DIA,17 1/2 x 22 1/2,2,# 199,2 1/16
 5 x 9 1/2   DIA,19 x 25,2,# 199,2 1/16
 5 x 9 1/2   DIA,23 x 29,4,# 199,2 1/16
 5 x 9 1/2   DIA,23 x 35,4,# 199,2 1/16
 5 x 9 1/2   DIA,25 x 38,6,# 199,2 1/16
 5 x 9 1/2   DIA,28 x 40,7,# 199,2 1/16
,,,,
,,,,
 5 x 9 7/8   DIA,11 x 17,0,# 44,2 7/16
 5 x 9 7/8   DIA,17 1/2 x 22 1/2,2,# 44,2 7/16
 5 x 9 7/8   DIA,19 x 25,2,# 44,2 7/16
 5 x 9 7/8   DIA,23 x 29,4,# 44,2 7/16
 5 x 9 7/8   DIA,23 x 35,4,# 44,2 7/16
 5 x 9 7/8   DIA,25 x 38,6,# 44,2 7/16
 5 x 9 7/8   DIA,28 x 40,6,# 44,2 7/16
,,,,
,,,,
#14 -  5 x 11 1/2   DIA,11 x 17,0,# 186,2 1/4
#14 -  5 x 11 1/2   DIA,17 1/2 x 22 1/2,2,# 186,2 1/4
#14 -  5 x 11 1/2   DIA,19 x 25,2,# 186,2 1/4
#14 -  5 x 11 1/2   DIA,23 x 29,4,# 186,2 1/4
#14 -  5 x 11 1/2   DIA,23 x 35,4,# 186,2 1/4
#14 -  5 x 11 1/2   DIA,25 x 38,5,# 186,2 1/4
#14 -  5 x 11 1/2   DIA,28 x 40,6,# 186,2 1/4
,,,,
,,,,
#14 -  5 x 11 1/2   DIA,11 x 17,0,# 47,2 5/16
#14 -  5 x 11 1/2   DIA,17 1/2 x 22 1/2,2,# 47,2 5/16
#14 -  5 x 11 1/2   DIA,19 x 25,2,# 47,2 5/16
#14 -  5 x 11 1/2   DIA,23 x 29,4,# 47,2 5/16
#14 -  5 x 11 1/2   DIA,23 x 35,4,# 47,2 5/16
#14 -  5 x 11 1/2   DIA,25 x 38,5,# 47,2 5/16
#14 -  5 x 11 1/2   DIA,28 x 40,6,# 47,2 5/16
,,,,
,,,,
#14 -  5 x 11 1/2   DIA,11 x 17,0,# 42,2
#14 -  5 x 11 1/2   DIA,17 1/2 x 22 1/2,2,# 42,2
#14 -  5 x 11 1/2   DIA,19 x 25,2,# 42,2
#14 -  5 x 11 1/2   DIA,23 x 29,4,# 42,2
#14 -  5 x 11 1/2   DIA,23 x 35,4,# 42,2
#14 -  5 x 11 1/2   DIA,25 x 38,4,# 42,2
#14 -  5 x 11 1/2   DIA,28 x 40,6,# 42,2
,,,,
,,,,
#14 -  5 x 11 1/2   DIA,11 x 17,0,# 193,2 3/8
#14 -  5 x 11 1/2   DIA,17 1/2 x 22 1/2,2,# 193,2 3/8
#14 -  5 x 11 1/2   DIA,19 x 25,2,# 193,2 3/8
#14 -  5 x 11 1/2   DIA,23 x 29,4,# 193,2 3/8
#14 -  5 x 11 1/2   DIA,23 x 35,4,# 193,2 3/8
#14 -  5 x 11 1/2   DIA,25 x 38,4,# 193,2 3/8
#14 -  5 x 11 1/2   DIA,28 x 40,6,# 193,2 3/8
,,,,
,,,,
5 1/4 x 7   DIA,11 x 17,0,# 68,1 7/8
5 1/4 x 7   DIA,17 1/2 x 22 1/2,2,# 68,1 7/8
5 1/4 x 7   DIA,19 x 25,4,# 68,1 7/8
5 1/4 x 7   DIA,23 x 29,5,# 68,1 7/8
5 1/4 x 7   DIA,23 x 35,7,# 68,1 7/8
5 1/4 x 7   DIA,25 x 38,8,# 68,1 7/8
5 1/4 x 7   DIA,28 x 40,10,# 68,1 7/8
,,,,
,,,,
#7 BAR - 5 1/4 x 7 1/4   DIA,11 x 17,1,# 55,2 5/16
#7 BAR - 5 1/4 x 7 1/4   DIA,17 1/2 x 22 1/2,3,# 55,2 5/16
#7 BAR - 5 1/4 x 7 1/4   DIA,19 x 25,4,# 55,2 5/16
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 29,5,# 55,2 5/16
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 35,6,# 55,2 5/16
#7 BAR - 5 1/4 x 7 1/4   DIA,25 x 38,8,# 55,2 5/16
#7 BAR - 5 1/4 x 7 1/4   DIA,28 x 40,9,# 55,2 5/16
,,,,
,,,,
#7 BAR - 5 1/4 x 7 1/4   DIA,11 x 17,1,# 83,3 1/4
#7 BAR - 5 1/4 x 7 1/4   DIA,17 1/2 x 22 1/2,2,# 83,3 1/4
#7 BAR - 5 1/4 x 7 1/4   DIA,19 x 25,3,# 83,3 1/4
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 29,5,# 83,3 1/4
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 35,6,# 83,3 1/4
#7 BAR - 5 1/4 x 7 1/4   DIA,25 x 38,8,# 83,3 1/4
#7 BAR - 5 1/4 x 7 1/4   DIA,28 x 40,8,# 83,3 1/4
,,,,
,,,,
#7 BAR - 5 1/4 x 7 1/4   DIA,11 x 17,1,"# 100, 101",2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,17 1/2 x 22 1/2,2,"# 100, 101",2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,19 x 25,4,"# 100, 101",2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 29,6,"# 100, 101",2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 35,6,"# 100, 101",2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,25 x 38,8,"# 100, 101",2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,28 x 40,8,"# 100, 101",2 15/16
,,,,
,,,,
#7 BAR - 5 1/4 x 7 1/4   DIA,11 x 17,1,# 110,2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,17 1/2 x 22 1/2,2,# 110,2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,19 x 25,4,# 110,2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 29,6,# 110,2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 35,6,# 110,2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,25 x 38,8,# 110,2 15/16
#7 BAR - 5 1/4 x 7 1/4   DIA,28 x 40,8,# 110,2 15/16
,,,,
,,,,
#7 BAR - 5 1/4 x 7 1/4   DIA,11 x 17,1,"# 20, 71",2 3/4
#7 BAR - 5 1/4 x 7 1/4   DIA,17 1/2 x 22 1/2,2,"# 20, 71",2 3/4
#7 BAR - 5 1/4 x 7 1/4   DIA,19 x 25,3,"# 20, 71",2 3/4
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 29,6,"# 20, 71",2 3/4
#7 BAR - 5 1/4 x 7 1/4   DIA,23 x 35,6,"# 20, 71",2 3/4
#7 BAR - 5 1/4 x 7 1/4   DIA,25 x 38,8,"# 20, 71",2 3/4
#7 BAR - 5 1/4 x 7 1/4   DIA,28 x 40,8,"# 20, 71",2 3/4
,,,,
,,,,
5 3/8 x 8   DIA,11 x 17,0,# 65,2 1/2
5 3/8 x 8   DIA,17 1/2 x 22 1/2,2,# 65,2 1/2
5 3/8 x 8   DIA,19 x 25,3,# 65,2 1/2
5 3/8 x 8   DIA,23 x 29,5,# 65,2 1/2
5 3/8 x 8   DIA,23 x 35,6,# 65,2 1/2
5 3/8 x 8   DIA,25 x 38,7,# 65,2 1/2
5 3/8 x 8   DIA,28 x 40,8,# 65,2 1/2
,,,,
,,,,
5 1/2 x 7   DIA,11 x 17,0,# 71,2 1/2
5 1/2 x 7   DIA,17 1/2 x 22 1/2,2,# 71,2 1/2
5 1/2 x 7   DIA,19 x 25,3,# 71,2 1/2
5 1/2 x 7   DIA,23 x 29,4,# 71,2 1/2
5 1/2 x 7   DIA,23 x 35,6,# 71,2 1/2
5 1/2 x 7   DIA,25 x 38,7,# 71,2 1/2
5 1/2 x 7   DIA,28 x 40,8,# 71,2 1/2
,,,,
,,,,
5 1/2 x 7 1/2   DIA,11 x 17,0,# 56,2
5 1/2 x 7 1/2   DIA,17 1/2 x 22 1/2,2,# 56,2
5 1/2 x 7 1/2   DIA,19 x 25,3,# 56,2
5 1/2 x 7 1/2   DIA,23 x 29,4,# 56,2
5 1/2 x 7 1/2   DIA,23 x 35,6,# 56,2
5 1/2 x 7 1/2   DIA,25 x 38,7,# 56,2
5 1/2 x 7 1/2   DIA,28 x 40,8,# 56,2
,,,,
,,,,
#8 BAR - 5 1/2 x 8 1/8   DIA,11 x 17,1,# 102,3 1/16
#8 BAR - 5 1/2 x 8 1/8   DIA,17 1/2 x 22 1/2,2,# 102,3 1/16
#8 BAR - 5 1/2 x 8 1/8   DIA,19 x 25,2,# 102,3 1/16
#8 BAR - 5 1/2 x 8 1/8   DIA,23 x 29,4,# 102,3 1/16
#8 BAR - 5 1/2 x 8 1/8   DIA,23 x 35,6,# 102,3 1/16
#8 BAR - 5 1/2 x 8 1/8   DIA,25 x 38,6,# 102,3 1/16
#8 BAR - 5 1/2 x 8 1/8   DIA,28 x 40,8,# 102,3 1/16
,,,,
,,,,
5 1/2 x 8 1/2   DIA,11 x 17,0,# 195,2 3/4
5 1/2 x 8 1/2   DIA,17 1/2 x 22 1/2,2,# 195,2 3/4
5 1/2 x 8 1/2   DIA,19 x 25,2,# 195,2 3/4
5 1/2 x 8 1/2   DIA,23 x 29,4,# 195,2 3/4
5 1/2 x 8 1/2   DIA,23 x 35,6,# 195,2 3/4
5 1/2 x 8 1/2   DIA,25 x 38,6,# 195,2 3/4
5 1/2 x 8 1/2   DIA,28 x 40,7,# 195,2 3/4
,,,,
,,,,
5 7/8 x 8 3/4   DIA,11 x 17,0,# 184,3
5 7/8 x 8 3/4   DIA,17 1/2 x 22 1/2,2,# 184,3
5 7/8 x 8 3/4   DIA,19 x 25,2,# 184,3
5 7/8 x 8 3/4   DIA,23 x 29,4,# 184,3
5 7/8 x 8 3/4   DIA,23 x 35,6,# 184,3
5 7/8 x 8 3/4   DIA,25 x 38,6,# 184,3
5 7/8 x 8 3/4   DIA,28 x 40,7,# 184,3
,,,,
,,,,
6 x 8   DIA,11 x 17,0,# 66,1 3/4
6 x 8   DIA,17 1/2 x 22 1/2,2,# 66,1 3/4
6 x 8   DIA,19 x 25,2,# 66,1 3/4
6 x 8   DIA,23 x 29,4,# 66,1 3/4
6 x 8   DIA,23 x 35,5,# 66,1 3/4
6 x 8   DIA,25 x 38,6,# 66,1 3/4
6 x 8   DIA,28 x 40,7,# 66,1 3/4
,,,,
,,,,
6 x 9   DIA,11 x 17,0,# 70,2 1/8
6 x 9   DIA,17 1/2 x 22 1/2,2,# 70,2 1/8
6 x 9   DIA,19 x 25,2,# 70,2 1/8
6 x 9   DIA,23 x 29,4,# 70,2 1/8
6 x 9   DIA,23 x 35,5,# 70,2 1/8
6 x 9   DIA,25 x 38,6,# 70,2 1/8
6 x 9   DIA,28 x 40,7,# 70,2 1/8
,,,,
,,,,
6 x 9   DIA,11 x 17,0,# 49,2 3/8
6 x 9   DIA,17 1/2 x 22 1/2,2,# 49,2 3/8
6 x 9   DIA,19 x 25,2,# 49,2 3/8
6 x 9   DIA,23 x 29,4,# 49,2 3/8
6 x 9   DIA,23 x 35,4,# 49,2 3/8
6 x 9   DIA,25 x 38,5,# 49,2 3/8
6 x 9   DIA,28 x 40,6,# 49,2 3/8
,,,,
,,,,
6 x 9 1/2   DIA,11 x 17,0,# 117,2 1/16
6 x 9 1/2   DIA,17 1/2 x 22 1/2,2,# 117,2 1/16
6 x 9 1/2   DIA,19 x 25,2,# 117,2 1/16
6 x 9 1/2   DIA,23 x 29,4,# 117,2 1/16
6 x 9 1/2   DIA,23 x 35,4,# 117,2 1/16
6 x 9 1/2   DIA,25 x 38,5,# 117,2 1/16
6 x 9 1/2   DIA,28 x 40,6,# 117,2 1/16
,,,,
,,,,
6 x 9 1/2   DIA,11 x 17,0,# 183,1  15/16
6 x 9 1/2   DIA,17 1/2 x 22 1/2,2,# 183,1  15/16
6 x 9 1/2   DIA,19 x 25,2,# 183,1  15/16
6 x 9 1/2   DIA,23 x 29,4,# 183,1  15/16
6 x 9 1/2   DIA,23 x 35,4,# 183,1  15/16
6 x 9 1/2   DIA,25 x 38,5,# 183,1  15/16
6 x 9 1/2   DIA,28 x 40,6,# 183,1  15/16
,,,,
,,,,
6 x 9 1/2   DIA,11 x 17,0,# 46,1  11/16
6 x 9 1/2   DIA,17 1/2 x 22 1/2,2,# 46,1  11/16
6 x 9 1/2   DIA,19 x 25,2,# 46,1  11/16
6 x 9 1/2   DIA,23 x 29,3,# 46,1  11/16
6 x 9 1/2   DIA,23 x 35,4,# 46,1  11/16
6 x 9 1/2   DIA,25 x 38,5,# 46,1  11/16
6 x 9 1/2   DIA,28 x 40,6,# 46,1  11/16
,,,,
,,,,
6 x 9 1/2   DIA,11 x 17,0,# 105-N,1 1/2
6 x 9 1/2   DIA,17 1/2 x 22 1/2,2,# 105-N,1 1/2
6 x 9 1/2   DIA,19 x 25,2,# 105-N,1 1/2
6 x 9 1/2   DIA,23 x 29,3,# 105-N,1 1/2
6 x 9 1/2   DIA,23 x 35,4,# 105-N,1 1/2
6 x 9 1/2   DIA,25 x 38,5,# 105-N,1 1/2
6 x 9 1/2   DIA,28 x 40,6,# 105-N,1 1/2
,,,,
,,,,
6 x 12   DIA,11 x 17,0,# 43,2 3/4
6 x 12   DIA,17 1/2 x 22 1/2,1,# 43,2 3/4
6 x 12   DIA,19 x 25,2,# 43,2 3/4
6 x 12   DIA,23 x 29,2,# 43,2 3/4
6 x 12   DIA,23 x 35,3,# 43,2 3/4
6 x 12   DIA,25 x 38,4,# 43,2 3/4
6 x 12   DIA,28 x 40,4,# 43,2 3/4
,,,,
,,,,
6 1/8 x 9 1/2   DIA,11 x 17,0,# 178,1 3/4
6 1/8 x 9 1/2   DIA,17 1/2 x 22 1/2,1,# 178,1 3/4
6 1/8 x 9 1/2   DIA,19 x 25,2,# 178,1 3/4
6 1/8 x 9 1/2   DIA,23 x 29,2,# 178,1 3/4
6 1/8 x 9 1/2   DIA,23 x 35,4,# 178,1 3/4
6 1/8 x 9 1/2   DIA,25 x 38,4,# 178,1 3/4
6 1/8 x 9 1/2   DIA,28 x 40,4,# 178,1 3/4
,,,,
,,,,
6 1/8 x 9 1/2   DIA,11 x 17,0,# 67,2 3/32
6 1/8 x 9 1/2   DIA,17 1/2 x 22 1/2,1,# 67,2 3/32
6 1/8 x 9 1/2   DIA,19 x 25,2,# 67,2 3/32
6 1/8 x 9 1/2   DIA,23 x 29,2,# 67,2 3/32
6 1/8 x 9 1/2   DIA,23 x 35,4,# 67,2 3/32
6 1/8 x 9 1/2   DIA,25 x 38,4,# 67,2 3/32
6 1/8 x 9 1/2   DIA,28 x 40,4,# 67,2 3/32
,,,,
,,,,
6 1/8 x 9 1/2   DIA,11 x 17,0,# 176,2
6 1/8 x 9 1/2   DIA,17 1/2 x 22 1/2,1,# 176,2
6 1/8 x 9 1/2   DIA,19 x 25,2,# 176,2
6 1/8 x 9 1/2   DIA,23 x 29,2,# 176,2
6 1/8 x 9 1/2   DIA,23 x 35,4,# 176,2
6 1/8 x 9 1/2   DIA,25 x 38,4,# 176,2
6 1/8 x 9 1/2   DIA,28 x 40,4,# 176,2
,,,,
,,,,
6 1/8 x 11 1/2   DIA,11 x 17,0,# 80,2
6 1/8 x 11 1/2   DIA,17 1/2 x 22 1/2,1,# 80,2
6 1/8 x 11 1/2   DIA,19 x 25,2,# 80,2
6 1/8 x 11 1/2   DIA,23 x 29,2,# 80,2
6 1/8 x 11 1/2   DIA,23 x 35,3,# 80,2
6 1/8 x 11 1/2   DIA,25 x 38,4,# 80,2
6 1/8 x 11 1/2   DIA,28 x 40,4,# 80,2